"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"696","#intled - In rural eastern Oregon, where getting the vaccine isnt widely embraced, the president of EOU says vaccinations will be required but only after one or more of the currently approved for emergency use receives regular use authorization.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, -2.4, 0, 0, 0, 0, 0}",0.077,0.084,0.839,0.077,1,0.521739130434783,0.478260869565217,0,"Positive"
"697","   Thats good to know, well done to the GPs &amp; patients. My concern was that since informed consent is a 2-way conversation, some GPs may feel pressured to give the vaccine based on information in the media or what politicians say rather than what their College advises them.","{0, 0, 1.9, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.612,0.128,0.836,0.035,0,0.785276073619632,0.214723926380368,0,"Positive"
"698","Wolf vetoes ban on governmental, college vaccine passports","{0, 0, -2.6, 0, 0, 0, 0, 0}",-0.557,0,0.66,0.34,0,0,1,0,"Negative"
"699"," someone is fully  vaccinated  from the Covishield Vaccine (Astrazeneca) and entering Canada after 5 July 11.59pm. He is exempted from college quarantine or not?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"700","Im now trying to picture what its like to be a mask wearing, vaccine spreading, college educated, science literate doctor that still somehow votes Republican with the rest of the anti-mask, anti-vaccine, anti-college, anti-science fucking morons..","{0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.593}",-0.024,0.064,0.87,0.066,0,0.492307692307692,0.507692307692308,0,"Negative"
"701","Queens Assemblyman Daniel Rosenthal is partnering with St. Fidelis Church of College Point to host a NYC Health + Hospitals vaccine pop-up site next Saturday and Sunday. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"702","CA College Students Suing Over State Universities Vaccine Mandates ","{0, 0, 0, -1.1, 0, 0, 0, 0, 0}",-0.273,0,0.792,0.208,0,0,1,0,"Negative"
"703",". from  wanted one last ride her senior seasonHelp ensure the health &amp; safety of our Columbia College community. We encourage students, faculty &amp; staff to get the COVID-19 vaccine heading into the Fall 21 semester.#WeAreCC ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.827,0.209,0.791,0,0,1,0,0,"Positive"
"704","Unlike in #Alabama, Michigan Gov. Whitmer announced the MI Shot to Win Sweepstake, outlining a lottery-style raffle that will give vaccinated Michiganders a shot at about $5M in cash prizes and a combined total of nearly $500,000 in college scholarships. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.778,0.152,0.848,0,0,1,0,0,"Positive"
"705","Study: 10-Month Delay Of Second AstraZeneca Dose Enhances Immunity - CodeBlue: A Trinity College Dublin professor says the Oxford study indicates that shortening AstraZenecas dosing interval will likely reduce, rather than enhance, vaccine effectiveness. ","{0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.935,0.065,0,0,1,0,"Negative"
"706","More: Oldham Co. senior one of the first to win fullride college scholarship as part of Kentuckys vaccination lottery; All I did was get vaccinated/ I mean I thought it was a smart decision and clearly it really paid off. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 1.7, 0, 0, 0, 0}",0.848,0.199,0.801,0,0,1,0,0,"Positive"
"707","My friend has had a letter home today to say of her son doesnt have the vaccine, he will lose his college place. Utterly disgusting.","{0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, -2.693}",-0.493,0.101,0.696,0.202,0,0.333333333333333,0.666666666666667,0,"Negative"
"708","  When you were a weee babe your mommy got you vaccinated. You have no fear of a slew of diseases -thanks mom. If you went to college you probably had to prove a meningococcal vaccine - thanks school board. Now our current President is trying to persuade you to not kill us- thanks","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.628, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.738, 0, -1.406}",0.868,0.191,0.771,0.038,0,0.834061135371179,0.165938864628821,0,"Positive"
"709"," my college also forced me to get the vaccine ","{0, 0, 0, 0, -2, 0, 0, 0, 0, 0}",-0.459,0,0.75,0.25,0,0,1,0,"Negative"
"710"," sounds similar to your story - maybe we need to do this here.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"711","First five student winners of full free college tutition in Kentuckys first vaccine lottery; they are from Crestwood, Elizabethtown, Louisville, Mt. Sterling and Princeton ","{0, 0, 0, 2.1, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.751,0.225,0.775,0,0,1,0,0,"Positive"
"712","Unlike in #Alabama, Michigan Gov.l Whitmer announced the MI Shot to Win Sweepstake, outlining a lottery-style raffle that will give vaccinated Michiganders a shot at about $5M in cash prizes and a combined total of nearly $500,000 in college scholarships. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.778,0.152,0.848,0,0,1,0,0,"Positive"
"713","100% this. I did a zoom vaccine Q&amp;A for some suburban women in the South last night (friends of my college roommate) and lack of full FDA approval was a barrier to vaccination for several women and their families. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 2.1, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.138,0.778,0.084,0,0.621621621621622,0.378378378378378,0,"Positive"
"714","Update on colleges requiring a COVID-19 vaccine for Fall 2021! #bbn #GetVaccinated #COVIDVaccination #college #students ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"715","I continue to be mystified by Millennials and GenZs who are refusing to get a #COVID19 vaccine. But Ive also learned that incentives can change minds, which is why I personally made this contribution to these  Class of 2021 college grads. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.067,0.89,0.042,1,0.614678899082569,0.385321100917431,0,"Positive"
"716","The American College of Physicians released a statement supporting an immediate ramping up of supply for distribution of COVID-19 vaccines equitably among and within countries in need, citing an ethical and practical imperative to do so. #COVID19","{0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0}",0.735,0.15,0.85,0,0,1,0,0,"Positive"
"717","Any person planning on attending college next academic year should seriously consider this fantastic  offer...  The best vaccine is the one in your arm... You will feel safer on campus when vaccinated... ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0, 0, 2.6, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0}",0.872,0.263,0.695,0.042,0,0.862295081967213,0.137704918032787,0,"Positive"
"718","A very, very tall kid just won a college scholarship. Says he didnt even know his mom entered him into the vaccine lottery.","{0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.572,0.144,0.856,0,0,1,0,0,"Positive"
"719"," The first day u r governor, will u get rid of the covid vaccine mandate for all UC campuses/schools for the 2021-2022 school year? Because if u do, u have my vote. I dont want to be forced to get the vaccine to continue attending the college Ive been going to for the past 2 yrs","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.498,0,0.929,0.071,0,0,1,0,"Negative"
"720","#GetYourVaccine is a vaccine awareness rap composed by, Neha Marianne, a Yuva of Womens Christian College, Chennai. With her rap verse, she asks all of us to #GetVaccinated#YiChennai #YoungIndians #learning #Yi #CII #YouthLeadership #NationBuilding #Awareness ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"721","Cincy teachers union opposes COVID vaccine mandate | The College Fix","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"722","Massachusetts leads in higher education so no surprise that EVERY  State U and  campus has signed up for the White House #COVID19 College Vaccine Challenge. Lets do this!","{0, 0, 0, 0, 0, 0, 0.293, -1.09235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0}",-0.2,0.096,0.834,0.07,0,0.578313253012048,0.421686746987952,0,"Positive"
"723","NC will not mandate COVID vaccine for college students so rivals  and  are having a contest! #thisishowwedoit #crushCOVID","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"724"," Tomorrow there is a Covid vaccination camp at Gulzar College Khanna (Ludhiana) for the age group of 18 to 44 years.What about the second dose for the people who got their first dose of Covishield Vaccine on 8 th April, three months ago?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"725"," Tomorrow there will be a Covid vaccination camp at Gulzar College Khanna for the age group of 18 to 44 years.What about the  second dose for age group above 45 years, who received their first dose of Covishield Vaccine on 8th April, three m","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"726","The #COVIDCollegeChallenge is soon coming to a close, but the journey to making a safe return to campus has just begun. More on how you can help protect Niner Nation  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 2.4, 0, 0}",0.896,0.286,0.714,0,1,1,0,0,"Positive"
"727","Children aged 12-17 in Michigan, USA are being offered scholarships of $55,000 each to pay for tuition &amp; fees at college or university. Should a young person be injured who will compensate them then? #discrimination #RighttokNOw #coercion ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.895,0.105,0,0,1,0,"Negative"
"728","Wolf vetoes ban on governmental, college vaccine passports  ","{0, 0, -2.6, 0, 0, 0, 0, 0}",-0.557,0,0.66,0.34,0,0,1,0,"Negative"
"729"," Post Graduation College , Research Institute pan suru Kara M Pharmacy 10-15 student  per Department strength aste ..... Sagla possible ahe social distance Vaccine gyeun ....","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.11,0.89,0,0,1,0,0,"Positive"
"730","   The reality is, we cant know. The vaccine is very new, the virus mutates, and most importantly, so far we have not let lose thousands of previously isolated college students on each other, and then locked them in poorly ventilated rooms for hours at a time.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.593, 0, 0, 0, 0, 0, 0, 1.258, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.372,0.095,0.86,0.045,0,0.678571428571428,0.321428571428571,0,"Positive"
"731","  Lol . Tbh , Used to worry a lot and did take every precautions , Prophylactic and everything but still got Covid 3 months back and now I have immunity through natural Infection and due to college requirements already took Vaccine .Now I really dont care and worry about it","{0, 1.175, 0, 0, 0, 0, 0, -0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7509685, 0, 2.109, 0, 0}",0.428,0.142,0.764,0.095,1,0.59915611814346,0.40084388185654,0,"Positive"
"732"," My sons college is requiring the vaccine and Im so glad/relieved. Makes me feel like we made the right choice.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.361,0.111,0.889,0,0,1,0,0,"Positive"
"733","NY inmates offered incentives such as care packages, barbeques &amp; conjugal visits to get COVID vaccine. Follows previous vax incentives from NYS &amp; NYC including lottery tickets, college scholarships, MTA MetroCards, railroad passes &amp; gym memberships.","{0, 0, 0, 1.3, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.778,0.191,0.809,0,0,1,0,0,"Positive"
"734"," Arundelpet police station back side .. Majeti guravayya college .. Govt . Free vaccine .. And private hospitals .. ramesh hospital , manipal hospitals .. ( only paid vaccine )","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.099,0.901,0,0,1,0,0,"Positive"
"735","If I win this KY vaccine lottery today my first order of business is fulfilling my lifelong dream of paying college athletes","{0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0}",0.7,0.225,0.775,0,0,1,0,0,"Positive"
"736","9 Cadets of 2 Bihar Girls Bn NCC took COVID vaccine at Jawahar Lal Nehru Medical College &amp; Hospital #Bhagalpur  as part of the free vaccination drive for all above 18 years of age.Remember to take the #CovidVaccinewhen your turn comes.#Unite2FightCorona ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.076,0.924,0,0,1,0,0,"Positive"
"737","The data, from Imperial College London, suggests the technology can generate immune responses against #COVID19 in up to 87% of people, even at extremely low dose levels  the lowest of any COVID-19 vaccine candidate worldwide.   ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.393, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0}",-0.42,0.056,0.816,0.127,0,0.306010928961749,0.693989071038251,0,"Negative"
"738","  Your vaccine mandate point was lacking in one consideration: the sports programs are protecting their seasons from major disruptions. Big Ten rules will probably be stringent, and look at what just happened to that college baseball team.  The school is being responsible.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3}",-0.101,0.05,0.891,0.059,0,0.458715596330275,0.541284403669725,0,"Negative"
"739","For one Houston teen, the COVID-19 vaccine scholarship raffle sped up his college plans ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"740","Till today the same condition and could not register for vaccine for 18+. However had visited the PHC today and surprised to hear the comment. It was told the vaccine is only for college students not for public &amp; why only for students and not for public. Can govt answer on this.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.036,0.964,0,0,1,0,0,"Positive"
"741","Till today the same condition and could not register for vaccine for 18+. However had visited the PHC today and surprised to hear the comment. It was told the vaccine is only for college students not for public &amp; why only for students and not for public?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.04,0.96,0,0,1,0,0,"Positive"
"742"," It is a small price to pay for the health benefits of the vaccine. The American College of Asthma, Allergy and Immunology states that people with common allergies to medications, foods, inhalants, insects and latex","{0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.068,0.895,0.037,0,0.647619047619048,0.352380952380952,0,"Positive"
"743","Vaccine and college , huh","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"744","Its funny/pathetic how colleges are just like take the vaccine and come to college or failDURING A GLOBAL PANDEMIC","{0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.122,0.878,0,0,1,0,0,"Positive"
"745"," my daughters college is forcing her to get the vaccine, she  is 17 and already had Covid and still has robust antibodies which I had tested twice, is there anything you can suggest that we can do?? Or should she just get it?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.448,0.064,0.936,0,0,1,0,0,"Positive"
"746","Vaccine Clinic July 5-8th!Starting at 4pm and ending at 8pmBlue Mountain Community College311 N. Columbia Street Milton-Freewater, OR 97862$25 food/gas gift card ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0}",0.493,0.132,0.868,0,0,1,0,0,"Positive"
"747"," hello could you please tell which vaccine is administered at Centennial College today?","{0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.15,0.85,0,0,1,0,0,"Positive"
"748","   Maybe not. Heres the vaccine dashboard from VA Tech. Almost every college in Virginia is mandating the vaxand have been really ratcheting up the pressure. Dont know if this number will go up significantly as we get closer to August, but right now, theyre not even at 30%. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.115,0.023,0.945,0.032,1,0.418181818181818,0.581818181818182,0,"Negative"
"749","  They cant force you to do anything, its unconstitutional.  No one has a right to ask you about your vaccine status. If they prevent you from entering college or work placement its discrimination and you will win in court. They know this. They just hope that you dont.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0}",0.681,0.142,0.818,0.04,0,0.78021978021978,0.21978021978022,0,"Positive"
"750","Talk about an incentive program. Michigan is offering $5 million in cash and college scholarships to residents to get a second dose of the #COVID19 vaccine, including 30 daily draws of $50,000. ","{0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.075,0.925,0,0,1,0,0,"Positive"
"751","    They said if we dont get the vaccine we wont get back to college so by saying no I am sacrificing my entire future too. It is kinda a lose lose situation. My parents are fine after it. I will definitely research and see which vaccines are risky","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.42165, -1.4363, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, -0.8}",-0.561,0.079,0.759,0.161,0,0.329166666666667,0.670833333333333,0,"Negative"
"752","pls next sem i wanna go to college just to get vaccine I WANNA GET SHOT TOO","{0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.075,0.925,0,0,1,0,0,"Positive"
"753","You may recall the work of Elizabeth Suelzer, a librarian at the Medical College of Wisconsin... (who)... published a study on why the infamous  and fraudulent  1998 paper by Andrew Wakefield alleging a link between vaccine and autism had been cited more than 1,000 times... ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.494,0,0.932,0.068,0,0,1,0,"Negative"
"754","Vaccine for college students when?","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"755"," I had to be vaccinated to attend school and college.measles and otherswhy al the whining about this one?  Are we really this country now?  Have we politicized this one vaccine, claiming freedom, to the point that we no longer care about anyone?Sad times.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, -1.628, 0, 0, 0}",0.299,0.084,0.816,0.101,0,0.454054054054054,0.545945945945946,0,"Negative"
"756","A Republican-crafted bill to ban so-called COVID-19 vaccine passports in some cases and to restrict the health secretarys actions during health emergencies was vetoed Thursday by Pennsylvanias Democratic governor.  ","{0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.735,0,0.813,0.187,0,0,1,0,"Negative"
"757"," Lagva lyi mein vaccine college jaan toh problem nhi, I just dont wanna see faces of people I dont like","{0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.11}",-0.587,0,0.798,0.202,0,0,1,0,"Negative"
